apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,target
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,2.9253187504154416,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,-0.7053980506705676,2.252226114596595,-0.40831334661531016,-0.4400228951054386,-0.4740074378558474,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.0073371449472877,0.5693090447775734,-0.8051796372872714,-1.3220451374051507,-1.8287056191141284,-0.860112528747164,-1.8408572337657534,0.41132596856754366,1.4971643784036097,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,5.779440650787663,-0.7053980506705676,-0.4431463419923856,-0.40831334661531016,-0.4400228951054386,-0.4740074378558474,-0.36539455845046553,2.6579003434998922,-0.34118188449769893,1.0073371449472877,-0.24376492248763465,-0.008094194534680634,-1.178399465123015,0.4884178713839092,-0.5091951014822301,-0.15312995500825427,-0.6917862687493322,-1.7400703382686324,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,5.779440650787663,-0.7053980506705676,-0.4431463419923856,-0.40831334661531016,2.268213256912559,-0.4740074378558474,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.0073371449472877,-0.24376492248763465,-0.008094194534680634,-1.0488060868684796,0.5601729133652331,-0.5091951014822301,-0.73866799049555,-0.6917862687493322,-1.5168127716015813,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,2.9253187504154416,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,-0.7053980506705676,2.252226114596595,-0.40831334661531016,-0.4400228951054386,-0.4740074378558474,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.4395307581736343,1.3823830120427814,0.191177166153469,-1.2111881511874156,-1.8964294789616702,-0.0047512997888876874,-1.8236355268396562,3.2303905750440043,-0.0098241965989858,0.6025715866540415,-0.20182431675280085
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,2.9253187504154416,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,-0.7053980506705676,-0.4431463419923856,-0.40831334661531016,-0.4400228951054386,2.105590934475449,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.4395307581736343,1.3823830120427814,-0.2435967117115824,-0.9301422706354112,-1.7968592802572487,0.12684273543546243,-1.2897626121306516,3.352958601412546,-1.2377408132677674,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,1.343979933653678,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,-0.7053980506705676,-0.4431463419923856,-0.40831334661531016,-0.4400228951054386,2.105590934475449,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.4395307581736343,1.3823830120427814,0.29987063561973054,-0.399277829592736,-0.24162921304405646,1.245392034842439,0.5701817358878166,-0.9369223214864157,0.7715772867356935,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,1.343979933653678,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,-0.7053980506705676,-0.4431463419923856,2.444362331764627,-0.4400228951054386,-0.4740074378558474,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.4395307581736343,1.3823830120427814,0.29987063561973054,-0.34306865348233495,-0.21099222882731125,-0.11441299580917952,0.8973941674836586,-1.0594903478549575,-0.5121537215998508,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,1.343979933653678,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,-0.7053980506705676,-0.4431463419923856,2.444362331764627,-0.4400228951054386,-0.4740074378558474,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.4395307581736343,1.3823830120427814,0.15494600966471428,0.5391031382503458,0.24291887943657023,0.3680984666801044,-1.8753006476179472,2.5562664300170246,-1.0144832466007159,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,1.4148972527985224,-0.4431463419923856,-0.40831334661531016,-0.4400228951054386,-0.4740074378558474,-0.36539455845046553,2.6579003434998922,-0.34118188449769893,1.4395307581736343,1.3823830120427814,0.06436811844282879,0.29084594376274175,0.5831506515277921,-0.443398083870055,-0.9969935943870039,1.1467341267787943,0.7715772867356935,-0.07319741616621765,-0.20182431675280085
-0.13297468733880177,-0.7426195429197499,-0.1329746873388005,-0.20040861317402078,-0.06225739754924443,-0.2566159810884437,-0.184212475084585,-0.34118188449769726,-0.062257397549244566,-0.043979949713354255,-0.17269244972473097,1.4148972527985224,-0.4431463419923856,-0.40831334661531016,2.268213256912559,-0.4740074378558474,-0.36539455845046553,-0.375509099302413,-0.34118188449769893,1.0073371449472877,0.5693090447775734,0.3361017921084853,-0.3571209475099353,0.6073377443304856,-0.42146574466599673,0.6735119774443985,-0.26279817645943604,-0.0098241965989858,-0.07319741616621765,-0.20182431675280085
