freq,angle,chord,velocity,thickness,target
-0.6618024329866113,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.1978729039239016
-0.5983621918524378,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.052917145890549
-0.5190618904347208,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.16163396441556346
-0.40804146844991723,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.3993614075902618
-0.28116098618157015,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.3805171590459246
-0.12256038334613632,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.10655077636288807
0.08362040033992764,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,0.052917145890549
0.35324142516016516,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-0.2572881763008257
0.6704426308310328,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-0.512410310439527
1.0828041982031607,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-0.7675324445782283
1.622046247843636,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-1.113976706277939
2.256448659185371,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-1.3690988404166404
3.0494516733625403,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-1.8257094782217018
4.159655893210577,-1.146021498591948,1.7987005881302738,1.3124984142040776,-0.6445900673122164,-2.3359537464991025
-0.7569627946878716,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.22903839190107084
-0.7157266379506588,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.41458176218376236
-0.6618024329866113,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.471114507816772
-0.5983621918524378,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.30876405881941643
-0.5190618904347208,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.18120299175006474
-0.40804146844991723,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.3116631739800829
-0.28116098618157015,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,0.25802954350774177
-0.12256038334613632,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,-0.10580940915597194
0.08362040033992764,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,-0.23192091864498937
0.35324142516016516,-1.146021498591948,1.7987005881302738,0.2979078568030802,-0.6318572142996627,-0.5406766832560298
