mcg,gvh,alm,mit,erl,pox,vac,nuc,target
0.5817852383282943,0.8881820750260225,-0.3465282898880883,-0.9568800202588271,-0.09755712102356098,-0.09909799000442564,-0.3440591561931587,-0.5277414041816155,MIT
-0.5107185076804647,1.3723484271768525,-0.2311484419648388,0.06429006916470573,-0.09755712102356098,-0.09909799000442564,0.5210438390469103,-0.5277414041816155,MIT
1.0187867367317984,0.9688764670511608,-0.1157685940415893,-0.8109985789126083,-0.09755712102356098,-0.09909799000442564,0.5210438390469103,-0.5277414041816155,MIT
0.5817852383282943,-0.4836225894013277,0.8072701893444054,-0.9568800202588271,-0.09755712102356098,-0.09909799000442564,0.694064438094924,-0.5277414041816155,NUC
-0.5835520907477153,-0.4836225894013277,-0.2311484419648388,2.033689527338662,-0.09755712102356098,-0.09909799000442564,-0.3440591561931587,-0.5277414041816155,MIT
0.07195015685754036,-0.8064001575018805,0.6918903414211571,-0.6651171375663891,-0.09755712102356098,6.507434676957282,-0.17103855714514488,-0.5277414041816155,CYT
-0.0008834262097103153,0.32332133085005516,-0.2311484419648388,2.836037454742866,-0.09755712102356098,-0.09909799000442564,0.5210438390469103,-0.5277414041816155,MIT
-0.14655059234421167,-0.40292819737618935,1.0380298851909044,-0.4462949755470607,-0.09755712102356098,-0.09909799000442564,1.3861468342869774,0.5991193782722745,NUC
0.36328448912654304,0.0005437627495018439,1.8456888206536508,0.7207565552226909,-0.09755712102356098,-0.09909799000442564,-0.17103855714514488,-0.5277414041816155,MIT
-0.7292192568822162,-0.8870945495270188,1.153409733114154,-0.8109985789126083,-0.09755712102356098,-0.09909799000442564,1.3861468342869774,0.22349911745431084,CYT
-0.5107185076804647,-0.8870945495270188,0.46113064557465816,-0.37335425487395135,-0.09755712102356098,-0.09909799000442564,0.5210438390469103,-0.05821607815916133,NUC
-0.5835520907477153,-1.0484833335772954,1.0380298851909044,-0.4462949755470607,-0.09755712102356098,-0.09909799000442564,0.3480232399988965,0.12959405224981996,NUC
-0.7292192568822162,-0.6450113734516043,0.8072701893444054,0.6478158345495814,-0.09755712102356098,-0.09909799000442564,0.5210438390469103,-0.2460262085681431,CYT
0.7274524044627957,-0.8064001575018805,0.2303709497281592,1.450163761953786,-0.09755712102356098,-0.09909799000442564,0.5210438390469103,-0.5277414041816155,MIT
1.1644539028662997,0.4040157228751935,-0.5772879857345866,-0.5192356962201703,-0.09755712102356098,-0.09909799000442564,-0.6901003542891853,-0.5277414041816155,MIT
-0.2922177584787126,-0.4836225894013277,0.2303709497281592,-1.1027614616050463,-0.09755712102356098,-0.09909799000442564,0.001982041902868904,-0.5277414041816155,CYT
-0.21938417541146235,-0.8870945495270188,-0.00038874611833981183,-1.1027614616050463,-0.09755712102356098,-0.09909799000442564,-0.17103855714514488,1.1625497694992193,CYT
0.5817852383282943,-0.24153941332591314,0.46113064557465816,-1.1027614616050463,-0.09755712102356098,-0.09909799000442564,0.1750026409508827,-0.15212114336365223,NUC
-0.0008834262097103153,-1.29056650965271,0.5765104934979076,-0.37335425487395135,-0.09755712102356098,-0.09909799000442564,-0.17103855714514488,-0.5277414041816155,NUC
0.8002859875300463,0.8074876830008842,0.5765104934979076,-0.37335425487395135,-0.09755712102356098,-0.09909799000442564,0.001982041902868904,-0.2460262085681431,NUC
-0.3650513415459633,-0.8064001575018805,-0.00038874611833981183,-0.7380578582394987,-0.09755712102356098,-0.09909799000442564,0.001982041902868904,-0.5277414041816155,CYT
-0.5107185076804647,-0.4836225894013277,-0.2311484419648388,-0.3004135342008418,-0.09755712102356098,-0.09909799000442564,0.1750026409508827,-0.5277414041816155,CYT
1.6742889843370536,1.049570859076299,-0.9234275295043352,0.28311223118403395,-0.09755712102356098,-0.09909799000442564,-0.17103855714514488,-0.5277414041816155,CYT
-0.5107185076804647,0.24262693882491682,0.2303709497281592,-0.9568800202588271,-0.09755712102356098,-0.09909799000442564,0.8670850371429378,-0.5277414041816155,CYT
