C1C0,SM1,GATS,Nds,Ndss,MLO,target
0.47860952173837823,0.46803053626154967,0.9698349906337543,-0.3784266431802707,0.5971551821838776,-0.45792216000938407,-0.2022607206651967
-0.9378913635460586,-0.11312179539185084,-1.0920325180156256,-0.3784266431802707,-0.5639088551243897,-0.5311857711690022,-0.6522165489772119
-1.0225375415649234,0.02224702081657183,-1.1731884347152324,-0.3784266431802707,-0.5639088551243897,-0.5311857711690022,-0.36644307633935186
0.1704445298884492,-0.6942741270452509,0.4524660216737624,1.2735512030105263,-0.5639088551243897,-0.21091912809981453,-0.38086914106385944
-1.063538034042811,0.46336264604746613,-1.0996408852062138,-0.3784266431802707,-0.5639088551243897,-0.1557969825606733,0.9106071295110851
0.4283508535396776,-0.6942741270452509,2.2404323114619706,-0.3784266431802707,-0.5639088551243897,-0.9791404222592388,-1.542510829118238
0.3714792026832528,-1.4668099574760762,-0.5848080386430846,-0.3784266431802707,-0.5639088551243897,0.5810256211017716,-0.08066960370149179
0.1347344235367411,-1.4668099574760762,-0.9018233382509229,1.2735512030105263,-0.5639088551243897,0.5175304914301031,-0.378808274674644
-0.3678522584502673,-0.302171349062234,-0.769944973614062,-0.3784266431802707,-0.5639088551243897,0.5810256211017716,0.23189513199616774
-0.08481660069968944,-1.1540613131324793,-0.8713898694885703,-0.3784266431802707,-0.5639088551243897,-0.36163284248531463,-0.7167903625059591
-0.652210512732391,-1.1540613131324793,-1.14275496595288,-0.3784266431802707,-0.5639088551243897,-0.23743357785281904,-0.5869557799853931
-0.22501183304343317,-0.946340198605762,-0.8637815022979822,-0.3784266431802707,-0.5639088551243897,-0.36163284248531463,-1.1633114135026157
-0.5106926838571014,-0.946340198605762,-0.924648439822687,1.2735512030105263,-0.5639088551243897,-0.23743357785281904,-0.09990435666750193
-0.08481660069968944,-1.1540613131324793,-0.14352274158897327,-0.3784266431802707,-0.5639088551243897,-0.17463619685886078,-0.7106077633383134
-0.10465554867286041,-0.6942741270452509,-0.05729458009564175,-0.3784266431802707,0.5971551821838776,-0.7872595358888105,-0.9125726694814161
-1.0212149450333787,-0.8809897356085925,-0.45546579640308615,-0.3784266431802707,-0.5639088551243897,-1.3719729278103339,-1.3103198825999764
-0.08481660069968944,-1.1540613131324793,0.07204766214435611,-0.3784266431802707,-0.5639088551243897,-0.6351503241478889,-1.1344592840536007
0.15325077497836745,-0.159800697532686,1.2361278423043385,-0.3784266431802707,-0.5639088551243897,-1.5519920866596815,-2.1751968106073463
0.16647674029381476,-0.411866769093197,3.56175208022744,-0.3784266431802707,-0.5639088551243897,-0.6993432024972687,-2.4829528580635034
0.18234789867235246,-0.5215621891241601,-0.22467865828857994,1.2735512030105263,-0.5639088551243897,-0.21091912809981453,-0.2276780727988525
-0.2527863602058736,0.8017846865685223,1.510029061165511,-0.3784266431802707,2.9192832568004117,-2.287419192966705,-0.747703358344189
0.10563729984275666,1.4412856458979668,-0.4833631427685762,-0.3784266431802707,0.5971551821838776,1.3108707379871103,1.6971711347282725
0.28154263853820966,0.24163786087849798,-0.9398651742038635,-0.3784266431802707,-0.5639088551243897,1.3666906322039627,1.0844068616682454
0.5513523309733402,-0.946340198605762,-0.8460286455199433,-0.3784266431802707,-0.5639088551243897,0.8971057721046957,0.3878340221134612
-0.24881857061123916,0.7037589920727683,-1.4445535311795417,-0.3784266431802707,-0.5639088551243897,0.2907621711741418,0.5314077138954634
0.5659008928203327,0.043252526779947766,-0.7800894632015128,-0.3784266431802707,0.5971551821838776,0.6996428963125821,0.011382428350126844
0.573836472009601,-1.1540613131324793,0.0010362350322008277,-0.3784266431802707,-0.5639088551243897,0.27959819233077143,-0.4317038453311707
1.319780915800846,-1.1540613131324793,1.750960688867468,-0.3784266431802707,-0.5639088551243897,0.3361158352253342,-0.4220864688481659
