col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,target
0.6882379658116389,-0.8004711509032406,1.3461341116725378,0.5425563797737889,-0.9156180624385409,-0.3477127117438112,-0.19076744317529215,-1.046744572173405,-0.863569958272444,-0.4935286026782147,1.0871195988472298,0.2376552505963221,-0.4880044567329625,0.03735329373686864,0
-1.4508800360353464,-0.7506958684727757,0.4502213467951909,0.5425563797737889,0.17037499829647104,-0.3477127117438112,-0.6150896697885765,-1.046744572173405,-0.863569958272444,-0.4935286026782147,-0.9185288589190497,0.2376552505963221,-0.13948997495368617,-0.19527168382016358,0
-1.4508800360353464,-0.16773450983801153,-0.6043844863003407,-1.7826852478281632,-0.9156180624385409,-0.3477127117438112,-0.2908716304396937,-1.046744572173405,-0.863569958272444,-0.4935286026782147,1.0871195988472298,0.2376552505963221,0.5575389886048664,-0.19527168382016358,0
-1.4508800360353464,-0.8350607539481395,1.354169203734218,-1.7826852478281632,-0.644119797254788,-0.8496411031731622,-0.6643947172471624,0.9539583497092804,1.1563055373478486,1.7684774929302693,1.0871195988472298,0.2376552505963221,-1.0688619263650896,-0.19527168382016358,1
0.6882379658116389,-0.9616080821611853,0.685247789599338,0.5425563797737889,-0.37262153207103493,-0.3477127117438112,-0.07871051713305158,0.9539583497092804,1.1563055373478486,2.385388246278038,-0.9185288589190497,0.2376552505963221,-0.7203474445858133,-0.16494598542576497,1
-1.4508800360353464,-1.3277516851242648,-0.8384065425967777,0.5425563797737889,0.17037499829647104,1.660000853973593,-0.21616701307820002,0.9539583497092804,1.1563055373478486,-0.08225476711303577,-0.9185288589190497,0.2376552505963221,-0.4880044567329625,-0.19527168382016358,1
0.6882379658116389,-1.193611517218436,0.3497826960241879,0.5425563797737889,-1.1871163276222938,-0.3477127117438112,-0.6270424085664155,-1.046744572173405,-0.863569958272444,-0.4935286026782147,-0.9185288589190497,0.2376552505963221,-0.7203474445858133,-0.17607820382370876,0
-1.4508800360353464,2.2864400086403243,-0.060006999121504395,0.5425563797737889,0.98486979384773,1.660000853973593,0.2440134298686013,0.9539583497092804,1.1563055373478486,0.7402929040173221,-0.9185288589190497,0.2376552505963221,-0.819093214423275,-0.08778819584001667,1
0.6882379658116389,-0.3153730594198983,-0.7550424624568453,-1.7826852478281632,-1.4586145928060468,1.660000853973593,0.2320606910907623,-1.046744572173405,-0.863569958272444,-0.4935286026782147,-0.9185288589190497,0.2376552505963221,-0.04655277981254584,-0.09220269623920127,0
-1.4508800360353464,2.0400945430522612,0.46629153091855136,0.5425563797737889,-0.9156180624385409,1.660000853973593,1.3526299515131681,0.9539583497092804,1.1563055373478486,0.1233821506695537,1.0871195988472298,0.2376552505963221,-0.4880044567329625,-0.18567494382193617,0
