col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,target
-1.2227570624024058,-1.8020536418537074,-2.039141463456229,-0.8985125971749323,-0.42357839329170177,0.1227513781350194,-0.8988140747712229,-1.4027114552824276,-1.7267637950125065,-1.3703296380855428,-1.336349126381197,0.7844145321724273,0.1278115497874542,2.898318331402807,0.9621371419362956,0.6348407104651288,2.266517526695941,1.6416710290029106,0.4497673142646632,-0.10847683287002376,-0.5402079833494254,2
-0.6881725818096174,1.9847583019219692,-0.05255858548094102,0.7690503579235933,0.5893565114976512,0.6904986882514589,1.4179139464305996,1.0828749074105146,0.1791127108406068,-0.5019033702557726,-0.31185123590716496,-0.9280413113107097,-0.871227054940789,-0.4310132169231423,-0.38026552385274315,-1.8448850040988485,-0.3024236610566596,0.2897604454776897,0.9341801700531512,0.22444439332953647,2.4485666867926916,1
-0.12388896340611838,-1.2136267232720233,0.5198466505458369,1.1294135388982744,0.6608577988945468,0.8558619824601305,1.1301832714205235,0.3383444301061772,-0.4641957627438827,-0.5998461824170251,-1.6739004544564564,-1.033830089286502,-0.10832484769376696,-1.4366304252058948,-0.6130807463327609,0.43049805692644916,-0.4161996110969845,-0.26940675922645924,-0.5608181262595962,-1.0610014522743212,-0.09891239446938123,0
0.846282871743757,-0.046263642859972594,1.277441815875396,-0.7147980343250946,-0.10778104062208,0.28260256253673516,-0.14476127129653968,1.5983190840058255,1.6701454346626008,1.2088310821607668,0.7777881389322683,0.6852375528201218,-0.059886612313003615,-0.7094044214759947,-0.6972905076553205,-0.32612203860866196,-0.15870667153203852,-1.7204102651043145,1.8194864237355604,-1.4216661139905113,1.1447388105561978,1
1.1432742498508617,0.0296624111505673,-0.22933079072450477,-1.1175568836497385,0.803860373688338,-0.549726018313579,0.01398668732970936,0.8022441890419566,1.604010918686625,0.353463855952497,0.8784613420424332,1.174510650958161,0.9815354483734072,-0.45942048269384145,-0.4545682544314722,-0.9888549690043797,-0.9072326586394395,-0.6162319874606782,-0.7278570420487299,-1.0702492641131978,-0.6605613257712557,1
-0.0050924121632765044,0.40929268120326673,0.5450998227234889,-0.49575374785028836,-1.5437652291763981,-0.6379197752248706,-0.5267485467409516,-0.6352723479071872,0.15506379594025205,1.1565949156747657,1.3107639201037298,0.8505325184072972,1.3387674343065366,0.09168047325772358,-0.13754327062889468,0.9275477547232377,-1.3862892903881763,-0.2198602980501423,0.2075608863704193,-1.995030448000865,0.4125893108233972,2
0.8561825843473272,0.6940153837427913,-1.1131918169423238,0.3309617849739806,-0.28057581849791075,0.3873326488688941,0.5001523106225972,0.16080254705668132,0.6841399237480563,1.4438938313477727,2.856393685500969,0.18274085743510882,0.945206771837835,-0.12421474659959049,-1.1133857988962035,-0.2211893246293399,-0.36829394792211084,-0.24109449569713523,-0.510706451522856,-0.5523718011361041,0.6934137764743343,1
-0.22288608944181995,-1.1851544530180707,-1.5593311920808417,-0.4533580795003258,-1.9251054286265075,-1.9773624583151115,-0.37296146182177287,-1.0934449493252412,-0.572415879795479,-0.6324937864707758,0.17374892027127795,0.5926723720913037,0.030935079025927525,0.9325355400704207,1.1107426030937537,0.02181274984908994,-0.12277742415088337,-1.1753991921648275,-1.663274970467879,0.04873596839087968,-0.7307674421839899,2
-1.103960511159564,-1.403441858298373,-1.3152171943635393,-0.7006661448751071,-0.4652874776065575,-0.8584041675030996,-1.2014273709025103,-0.2916428968436469,-0.6205137095961886,-0.8087908483610299,0.3454855608709712,1.7629607284485052,0.43055052091722484,0.9041282742997216,0.5757629429269046,1.4135519036800972,1.1048051947052544,0.3605411043009998,1.8695980984723002,-0.20095495125879048,-0.09891239446938123,2
-0.7475708574310383,0.7224876539967438,-2.165407324344489,0.3097639507989993,-0.5010381213050052,-0.8804526067309225,-0.8938532010641528,0.4872505255670446,-0.03131529453749724,0.9868273745952619,2.068773919992031,2.5960473550078693,-1.1679112466479642,0.33030150573159706,-0.7765467536059648,-1.2429025923227381,-0.3623057400252516,-0.9984475451065522,-1.8052580488886425,0.09497502758526309,1.4957693926198692,2
